CONTENT,STAR
"đã mua về A80 loa chất ko thể chê vào đâu được.từ khi chuyển j7 prime qua A80 chơi game bao ngon lành.fps ko thục dưới 58ms.chíp bao mạnh.chụp hình bao đẹp.mê nhất camera xoay chất như nước cất.nếu như samsung note 10 lite mới ra mắt và a80 Luân chọn A80. đã mua và sài ok",5
"Sản phẩn có camera quay rất ngộ nghĩnh
Màn đẹp
Cam sáng
Pin tốt
Phục vụ thực tế, dám nói điểm mạnh điểm yếu của máy
Điểm trừ
Phản hồi cảm ứng chưa xuất sắc",4
"Xài ok lắm . chỉ có đều pin quá thấp , bấm chưa gì đã hết pin. rất mau hết . cho 4 sao",4
"May sai ok .chup hình đẹp.quyết định đúng khi chọn e này.chơi game rất mượt.a.e nên mua về trải nghiệm",5
"Máy sau cập nhật vân tay nhạy hơn nhiều,pin trâu, loa ít rè..rất tốt chụp hình cũng rất đẹp",5
"Đã mua và rất xịn xò, Màn hình tuyệt đẹp, cam thiết kế khá lạ, Cảm biến Vân tay rất nhạy, k chê điểm nào cả, máy đẹp,",5
"Vâng tay hình như ko được nhạy cho lắm nghe gọi ko đc rõ cảm giác rung khi nghe cho dù mở hết mức loa.hazza",4
"Đã mua và sử dụng: mình ko chơi game chỉ lướt web,youtube,nghe nhạc,nghe gọi,zalo...thì pin dùng được 1 ngày,giao diện đẹp,loa to rõ hơn những dòng A từng dùng trước đây,hạn chế ở chỗ cục sạc ko tương thích với sạc dự phòng,và phần camera trồi thụt dễ trầy,mình có dùng ốp nhưng ko che được camera do hạn chế camera lồi,vân tay thỉnh thoảng ko nhạy lắm,phải để khoảng 3s mới chịu nhận vân tay,đây cũng là điểm mình ko thích,giá này mà ko có nhận diện khuôn mặt cũng là điểm trừ cho sản phẩm này,nhân viên điện máy xanh dễ thương,nhiệt tình,vẫn luôn ủng hộ và bách hóa xanh từ những ngày đầu đến nay.Chân thành cảm ơn!!!",4
"Mới mua được 3 ngày. Cảm thấy ổn chưa gặp lỗi gì hết.",5
"E nó đã về với tui.tuyệt vời mặt trời lun.con này sao ko nần cấp lên pin nhỉ.mọi thứ còn lại ổn hết.",5
"Mới dung lên cũng chưa cảm nhận đc nhiều.đánh giá ban đầu là máy khá ok.nhưng chủ đề máy k ưng lắm",4
"Moi vừa tậu  phải nói là xuất sắc.... ..với cấu hình nhu này..chỉ có thể trên cả tuyệt vời ",5
"Đây là 1 chiếc máy rất tuyệt vời trong phân khúc tầm trung. Phải gọi là siêu phẩm của dòng A. Từ Pin,camera,chipset.... mọi thứ đều rất tuyệt vời và hoàn hảo cho một chiếc điện thoại. Galaxy A80 này mua với giá gần 15tr là rất đáng vì nó đánh đổi mọi thứ mà chiếc đt này đem lại. Mong nhà SS luôn luôn cập nhập nó theo thời gian và đừng khai tử nó trong nhiều năm tới như S7 ",5
"Sản phẩm tốt, thiết kế ổn, màn hình đẹp, camera tốt, thò thụt không ảnh hưởng lắm đến việc trải nghiệm, thời lượng pin đủ dùng, có sạc siêu nhanh, hiệu năng cao. Tuy nhiên có một nhược điểm là máy quá nặng, cầm khá mỏi tay, vân tay chậm, nhận diện kém.",4
"Mình mua dc 1 tháng sài thì êm lắm.sạc pin nhanh mà lâu hết nữa.. Chụp hình bao đẹp mà có cái vân tay hơi chậm không dc nhạy như dòng iphone ",5
"Mình gọi video call bằng Messenger, nhưng khi bấm nút home ra ngoài màn hình chính thì máy tự động tắt camera trước. Có cách nào khắc phục tình trạng này ko? Tui vừa muốn gọi video cho vợ, vừa muốn lướt facebook.",4
"Tùy người sài và cảm nhận. Theo mình thì nó sài vẫn ok ko có vấn đề gì cả............",5
"(+) Máy đẹp , màn hình rộng, cam chụp đẹp ,cấu hình ổn ,(-) nặng , cam dễ xước, bám bụi ,loa nghe nhạc to nhưng ko hay ,loa thoại bé và rè , màn hình cảm ứng ko được nhạy, bắt sóng wifi kém .cầm máy đã khó rồi lại phải cẩn thận ko bị rơi , .sai lầm khi mua a80 và dòng a . giá thì chát mà nhanh mất giá. có tiền nên mua s hoặc note  ..",5
"hiện h đang xài a80 xài bao ngon lun , có 1 điều dấu văn tay ko đc nhạy lắm nhưng xài bao ngon",5
"Chụp hình, game ok, mỗi cái quan trọng nhất của chiếc điện thoại là nghe_ gọi thì quá tệ, nghe rè, quá nhỏ. Nhận máy 1/8/2019 đến nay đã đổi 1 lần vẫn Nguyên lỗi. Chắc phải chấp nhận mất 30% để đổi máy khác và chia tay Samsung luôn quá. Nản với cái đt 15t.",5
"Thêm 1 điểm trừ nữa là cảm ứng vân tay trong màn hình rất kém và không nhạy,phải giữ vân tay 2-3 lần mới vào đc.
Mình khuyên các bạn lên dùng mật khẩu mã pin hoặc vẽ màn hình vào cho nhanh :D",4
"Sau khi mua máy về và sử dụng 1 ngày thì mình đánh giá như sau: màn hình quá đẹp nhìn sang trọng chả khác gì sản phẩm cao cấp,camera chụp đẹp,chơi game lướt web,zalo,face đều mượt mà .pin 3700 dùng trong 1ngày thì ok rồi.
Nhược điểm của máy là: loa thoại quá bé,vì loa thoại dấu trong màn hình lên lúc gọi điện cho người khác,họ nghe thấy rất nhỏ,và phải bật loa ngoài.loa phát nhạc cũng bé ạ,bật max volume thì âm thanh có vẻ hơi hơi rè và ko được trong bạn nào muốn cảm nhận âm thanh tốt hơn thì phải đeo tai nghe ạ
+ cổng sạc sử dụng usb type C lên ko tương thích khi cắm sạc dự phòng,cắm vào máy tính để truyền tải dữ liệu,tai nghe ngoài 3.5.vậy lên các bạn phải mua thêm cổng chuyển đổi usb type B để truyền tải dữ liệu máy tính,cắm vào sạc sự phòng",4
"Nếu chọn Mình sẻ chọn galaxy a70 thay vì galaxy a80 vì có hổ trợ thẻ nhớ và lỗ 3.5 tiện lợi màng hình rộng ram máy bộ nhớ như như a70 là xài được rồi không cần phải cao như a80 nói chung là galaxy a80 không đáp ứng đủ nhu cầu của mình",5
"Ngon hơn s10 ở nhiu thứ.camera,chip rồng chứ ko fai exynot ,ram 8,full màn chứ ko nốt ruoi trâu😂😂... T sẻ mua e này",5
"Antutu : hơn 200.000 điểm , giá từ 14tr đổ xuống thì khá tốt trong việc vừa thương hiệu + vừa gaming",4
"Máy về đồ họa thì khá ok, nhưng pin chơi game tụt hơi nhanh, 1 ngày phải sạc 2 lần. camera trước so với tầm giá thì hơi kém. Nhưng vẫn khá thích máy. đánh giá 4 sao",4
"Máy dùng tốt.có vài lỗi là cảm ứng tiệm cận thỉnh thoảng không sáng màn khi không che tiệm cận.nhận diện khuôn mặt hơi chậm.vân tay cũng không được nhạy mặc dù đã setup 3 vân tay đều là 1 ngón.mong rằng bản cập nhật mới sẽ sửa được.còn lại máy đa nhiệm tốt. Pin 4500 dùng được 8 tiếng ( không chơi game ). Nói chung là rất hài lòng đối với nhu cầu của bản thân. mong rằng sẽ dùng được lâu dài.",5
"Mới mua 2ngay máy ok ngon khỏi phải chơi game đồhọa cao lượt mạnh đáng giá 14tr quá tuyệt",5
"Đã mua hơn 1 tháng và xài thấy khá là ưng ý, ko có gì phàn nàn về hiệu năng.....",4
"Cấu hình mạnh, chơi game thoải mái không nóng. Pin trâu dùng rất tốt.
Điểm trừ là vỏ nhựa và máy quá dài nên đút túi quần không vừa lắm.",4
"Mấy sai tốt ko có gì tui ko hài cả 
Cấu hình mạnh ko nóng mấy 
Cầm dể chịu 
Nhưng mà bỏ túi thì khó chịu ",5
"Sản phẩm pin trâu cấu hình tốt sạc rất nhanh màn hình đẹp giá tốt viền siêu mỏng nhìn rất nam tính cũng đắn đo khi lựa chọn nhưng mua rồi đúng không sai lầm cho 5 sao từ cách phục vụ của nhân viên đến sản phẩm",5
"gọi video messenge và zalo hình ảnh tệ quá , còn lại thì khá ưng trong tầm giá 13tr",4
"Tuyệt vời, máy mướt mườn mượt, sạc nhanh 100% trong vòng tối đa 1 tiếng 20'
Mà đựu giảm 1 triệu 7 trong vòng 2 tuần, vừa mua 14.990.000 VND tuần sau giảm 1.000.000 VND, tuần sau nữa giảm thêm 700.000 VND còn 13.290.000 VND.. Nó đau ta nói..",5
"Máy đẹp nhẹ hiệu năng tốt xài mang và wifi rất ok ngon hơn máy xài mặt lưng bằng kính",5
"mình thích s10+ hơn nhưng mua dc 10 ngày quá tệ nên đổi qua con này quá ngon..con này có điểm k ngon như..chất liệu mặt lưng = nhựa, mặt kính glass 3 ,k dc kháng nước, còn hiệu năng quá ngon..camera quá đẹp, pin mình thấy cũng khá trâu..mới xài 2 ngày nên biết được như vậy thôi..",5
"Đã dùng đúng 1 tháng và nhận thấy máy như sau:
Ưu điểm: máy xử lý nhanh, đa nhiệm tốt, âm thanh to, rõ, màn hình đẹp, rực rỡ, vô mạng khá nhanh, chụp hình tốt, sạc rất nhanh
Khuyết điểm: Pin tuy 4500 nhưng thực sự chưa trâu lắm, camera chụp khoảng cách từ 0,5m đến 1m thì ko tôt, mở khóa vân tay ko tốt lắm, độ nhạy chưa cao",4
"Mới mua được 1 ngày thì mình có những nhận xét sau: Mở khóa vân tay dưới màn hình khá chậm, đôi lúc không nhận được vân tay phải thử lại nhiều lần mới được, máy chụp ảnh tạm chấp nhận được, dù mặt lưng bằng nhựa nhưng nhìn kung đẹp chứ không đến nỗi nào, về cấu hình máy thì quá ổn để chơi game. Tai nghe theo máy thì không thích loại này cho lắm đeo khó chịu quá.",4
"Nên chọn 1 loại khóa màn hình thôi, nếu để cả vân tay và khuôn mặt thì nhận diện khá lâu, tắt khuôn mặt chỉ để mỗi vân tay thì tốc độ cải thiện đáng kể!! Độ nhạy vân tay thì mình cho 8/10! Màn hình màu sắc đẹp, ra ngoài trời thấy rõ, always on display thì rất tiện, tối ngủ muốn xem đồng hồ hay tin nhắn ko chói!!!! Pin thì mặc dù 4500 nhưng vẫn cảm thấy có hơi yếu, mình dùng rep mess(thường xuyên), lướt web và xem youtube(vừa phải) thì pin ko đủ 1 ngày dùng!! Vừa mua được gần 1 tuần, tạm thời cảm thấy nhiêu đó thôi",4
"Chip 855. Mát. Màn to. Quá ngon cho 1 cuộc tình. Chỉ mỗi tội là lưng nhựa. Nên ko sang trọng. ",5
"- Mình mới mua máy xong cảm giác thao tác vuốt máy mượt và phê. Chip snap 855 quá ngon. Vân tay và nhận diện khuôn mặt ok. Và ko có gì để mà chê màn hình to nhìn sướng đã mắt cho 1 cuộc tình. :)))",5
"Lâu lắm rồi mới mua được Samsung chính hãng dùng chip Snap mà là 855, chạy cùng với Android 10 thì cực kỳ mượt, mình chuyên upload ảnh & video độ phân giải UHD kèm file report trên 4G cat 18 này, nó chạy phà phà (khiếp), tiết kiệm rất nhiều thời gian cho mình. Làm việc 8h/ngày trên 4G pin còn 20%, Ok luôn. Chip Snapdragon 855 chỉ có hài lòng và như ý thôi.",5
"Rất mượt mà khi chơi liên quân ,tầm giá khá tốt, còn được tặng kèm tai nghe buds, nv tgdd nhiệt tình, chu đáo ",5
"Dùng  còn  4% pin sạc  1h12' là  đầy  pin quá  nhanh! 
Game thì  full hd bao mượt  luôn nha !
Đặt  trước nên được bộ  tai nghe  khá  ok

",5
"Trải nghiệm sau 2 ngày mình thấy khá xứng đáng với số tiền bỏ ra. Máy chạy nhanh, màn hình và loa ổn, pin dùng khá thoải mái trong 1 ngày.",5
"Máy dùng rất ngon, chụp hình sắc nét, nhưng riêng nghe bằng tai nghe BUDS bị chậm hơn so với videos trên điện thoại.
Về pin thì mình dùng 1 ngày và đã sạc 3 lần, tại vì cứ 80% pin là mình lại sạc lại, pin rất tốt.
Về chơi game mình thấy rất mượt với các game như picachu, và đánh bài, về game nặng như pubg thì rất khó chơi vì chơi máy cùi bắp quen rồi nay chơi máy xịn như này khó thích nghi.",5
"Máy xài bao mượt, mình dùng chơi Pokemon Ultra Sun trên 3DS full fps bao ngon.
Camera sắc nét, quay video ko bị rung lắc.
Ngoài ra do dùng mặt lưng nhựa nên mình khá an tâm khi va chạm rơi rớt. Ốp lưng trc trán kính nên nhìn khá là sang, đeo ốp lưng vào ai cũng hỏi mặt lưng kính. 
Con Snapdragon 855 không chê vào đâu được rồi. 5 sao.",5
"Sau một thời gian sử dụng thì có nhận xét như sau . pin quá tốt sạc PIN đầy thì chơi game chán chê luôn . độ ổn định phần mềm rất tốt . cammera chụp đẹp . nói chung tầm giá này dùng rất tốt ",5
"Tuyệt vời ông mặt trời . Siêu đỉnh :3 cực hài lòng với sam sung . Nhạy về tất cả mọi thứ , chơi game siêu mượt",5
"máy ok. mới mua xong. vân tay nhạy.
game ok.
pin chưa biết.
nhưng nói chung là ok rồi .",5
"Mua xài quá ok,máy mượt,chụp hình tốt
Quả pin trâu. => hàng độc quyền tgdd nên giữ giá tốt",5
"Ỗn ok , pin không trâu lắm , hiệu năng cao ,nói chung ai cần chiến game hàng chính hãng bảo hành toàn quốc thì con này ok
",5
"Lúc trước tính mua A70, thấy nhiều người chê. Nhưng mình vẫn mua, về sài mượt đâu có như bình luận, mình cũng hỏi mấy người đã mua khác vẫn ngon như vậy.  Bởi vậy, bây jo mua máy mak nhìn comment là k chắc ăn. Vì nhìu khi hãng đối thủ chơi xấu chê bai các kiểu hạ uy tín đối thủ. ",4
"Dạ máy rất tốt .nói chung là rất tốt không có gì để nói. pin trâu, sạc nhanh, chụp hình đẹp, chipset xịn",5
"sản phẩm rất tốt để chơi game pin cực trâu ,chơi gâǹ 4 tiếng mới hêt́ pin màn hình to sạc rất nhanh nên ủng hộ năm sao luôn",5
"Máy đẹp ,Vừa tiền 💴 ổn , chua thay lỗi gì nhé !!!! tốt hơn mong đợi . Anh Chị em ghé mua dùng thử nhen",5
"Sản phẩm tốt choi game ko lag camera tầm tiền rất tốt so với sản phẩm nói chùng là rất ok",5
"Sẳn phảm này xài rất tốt chơi game ko giật lag camera đẹp với tầm tiền này thì quá ngon rồi",5
"Máy dùng tạm ổn, thiết kế đẹp, pin trâu. Nói chung rất hài lòng về sản phẩm này. Đặc biệt gái TGDD rất xinh.",5
"Mấy sai tốt ko có gì tui ko hài cả Cấu hình mạnh ko nóng mấy Cầm dể chịu Nhưng mà bỏ túi thì khó chịu",4
"mới mua lúc mới ra nay giảm chỉ con 13290 ss rớt giá thê thảm  , xài cg ok pin it lên mạng xài tầm dc 2ngay ,cảm ứng như nhiu ng đánh giá là k nhạy ,điểm này hơi tệ phần chụp hình m thích dòng củ hơn j7 ro 7prime j8 chụp m thich hơn cá nhân m cảm thấy như z ",4
"Giá tốt. Máy tương đối. Pin cũng tạm oki. Sạc ổn. Cảm ứng bình thường. Cấu hình phù hợp từ nhân viên văn phòng bình thường, sinh viên. Không nên cài nhiều lớp bảo mật, dễ bị lag. Màn hình to rõ. Màu sắc oki.
Kết luận : có thể mua làm món quà tặng được. (Đã Mượn máy của người bạn test mấy ngày) =>> còn mình dự định mua s20 đây. ",4
"Thiết kế Cáp sạc mình thấy hơi lỏng, tai nghe mang vào đau lỗ tai hay bị rớt ra. Chụp hình cam sau thì ok, nhưng cam trước phải nói là vô cùng tệ và ảo. Chụp xóa phông thì làm mờ ko đồng đều nhìn rất kì.
Màu sắc màn hình đẹp và rực rỡ, mượt mà.  Pin xài đc hơn 1 ngày. Nói chung trải nghiệm khá ok có điều Cam trước xấu quá xấu.",4
"Máy xịn , sử dụng chíp sn855 quá đỉnh , màn hình đẹp , chụp ảnh thật , chơi game trên con này bao đã ",5
"Mới đổi từ note 10 lite qua có nhận xét như sau :
Tất cả đều ổn, máy cấu hình max với chíp 855, mượt hơn note 10 lite, nhưng chụp hình cho ra chi tiết không bằng note 10 lite, còn lại OK hết.. ",4
"S10 li te vs Note 10 lite.chỉ mắc hơn 1tr ngoài nhưng s10 lite ngon chán trong đồng trung tận cao cấp.đáng giá mua.gì củng hơn hẳn note 10 lite.thật là ngộ khi năm nay đồng lại ngon hơn Note.chip đồ họa và sử lý s10 lite điều hơn Note 10 lite",5
"sản phẩm tuyệt với pin xài bao trâu , thiết kế camera phía sau nhỏ hơn tí thì đẹp , chip quá mạnh ngon hơn s10 plus nhiều . sản phẩm quá ok trong tầm giá ...",5
"Dùng 10 ngày thì ok nhưng dán miếng dán kính vào thì cảm biến hoạt động kém mà bên mình ko có miếng dán chống xước samsung note 10 lite à ",5
"Sạc pin hơn 1h 20 phút là đầy sài 5h chưa hết, vậy là tốt rồi. Còn mọi thứ đều tốt trong tầm giá. Nói chung giá 12t thì sút tốt. Còn nhiều hơn không nói. ",5
"Máy sài ổn. Vs giá tiền đó thì hợp lý. Chỉ có cảm biến vân tay là tệ còn mọi chức năng mình thấy rất ok. Sài đc hơn tháng rồi. ",4
"Cảm biến vân tay quá kém mọi chức năng khác đều rất ok lúc mình mua thì giá km 11900k giờ lên 13900 k thì ai dự định mua thì cũng lên đắn đo chút",4
"Với thời điểm mình mua (25/2). Với số tiền ấy thì Note10Lite mình thấy đây là sản phẩm hợp lý nhất. Nếu muốn hơn thì đương nhiên tài chính cũng phải tỉ lệ thuận thôi.",4
"Sp tốt dấu vân tay phải đăng ký kỳ lần đâu thì nhưng lần mở máy sau rất nhạy.nói chug là ok ko thưa gì vmast của bác vượg",4
"Tôi dùng thấy máy ngon , cái vụ vân tay k nhạy thì lên mạng mà xem cách cài đặt , chuẩn 95% , ngoại trừ máy nó k cong cạnh với vỏ nhựa ko cao cấp thôi, vì máy rẻ hơn note 10 gần 1 nửa, còn để dùng hiệu năng với chụp cam sau thì ngon , cá nhân thấy cam trc ko tốt mấy .",5
"Đã có bản cập nhật mới fix các lổi camera trước zoom bị tím màn hình, pin và camera cải thiện rõ rệt, hiệu năng tăng. Rất đáng đồng tiền. Trừ khi bạn mua sách tay hay hàng củ. Còn mua chính hãng mà thích spen thì mua con này là nhất",5
"Máy khá tốt có điều bị cắt giảm vài tính năng rồi. Pin trâu, sạc nhanh tầm 1h15p đầy (sạc thường nhé). Cắt samsung pay, bút dùng kiểu note 9 nên cũng ko quẩy được như note 10 (lúc đầu mình nghĩ sẽ làm harry với cây bút này nhwung ko đc). Màn hình full hd nên khá ok. nếu 2k thì quá xuất sắc.... Lúc mình mua 11tr990 nên khá bá đạo, còn giờ quay về giá cũ thì các bạn nên suy tính cẩn thận... Vân tay không nhạy lắm, nhưng mình đã khắc phục được 90%",5
"Rất thích trong tầm giá. Bút SPEN hổ trợ cho công việc rất tốt. Rút viết ra viết được liền. Cấu hình máy tốt trụ được ít nhất 3 năm nữa.Pin lúc đầu hơi yếu nhưng sau 2 -3 lần sạc sẽ trâu dần lên. Mua con này giống như mua note 9 nhưng được cái hổ trợ update lâu hơn. Camera ngon hơn và pin trâu hơn và màn hình to hơn. Nhược điểm là màn hình hơi xấu và ko có loa kép. Hơi uổng trong tầm giá. Đánh giá chung ngon và bổ",5
"Quá tốt trong tầm giá chỉ tiết là không có kháng nước. 
Mình đang sử dụng ngày thứ 3 chưa có vấn đề gì khác đáng phải phàn nàn, với dung lượng pin hiện tại thì quá đủ để làm việc và giải trí một ngày.",4
"mới mua. pin dung lượng cao, bị delay khi bắt wifi (mất một lúc ko nhận mạng wifi r ms vào đk ), chưa biết cách xem phim full màn cần hỗ trợ.",5
"Sản phẩm mới mua cách đây 3 ngày . lần sạc đầu tiên 100% sử dụng chơi game tầm 3h hết . tưởng máy hao pin .. Sau 3 lần sạc 8h . giờ chơi game liên quân max cấu hình tầm 5.5h còn 15% pin . khá là tốt . camera chống rung max xướng hình ảnh rõ nét sống động . ae xài sau 3 lần sac 8h mới thấy thật sự đã . vì chíp sử lý pin ổn định sau 3 lần sạc mà",5
"mới mua 3 ngày máy củ đã qua sử dụng với giá 8t5 bảo hành 10 tháng theo đánh giá giá tiền này thì dòng máy này quá ok  ,vân tay thì hơi chậm tại vì nếu nhanh thì màn hình phải sạch ko dính vân tay  camera đẹp  pin sạc siu nhanh  quay video chống rung tốt  chụp ảnh  thì  ok vì mình ích chụp ảnh với giá tiền mình bỏ ra như vậy thấy là quá ok rồi + dc thêm bút spen  còn nhận khuôn mặt mình thấy rất là nhanh và nhạy sao thấy ai củng chê  nhỉ mình thấy bao nhanh mà  ",5
"Tôi thấy sản phẩm khá ok trong tầm giá.chẳng  hiểu sao có nhiều  người chê thế nhỉ.",4
"Quá kém, máy hay đứng và phản ứng chậm, vân tay nhiều lúc không nhận được.Nói chung là quá tệ so với số tiền bỏ ra.",5
"Máy dùng rất ngon, chụp hình sắc nét, nhưng riêng nghe bằng tai nghe BUDS bị chậm hơn so với videos trên điện thoại. Về pin thì mình dùng 1 ngày và đã sạc 3 lần, tại vì cứ 80% pin là mình lại sạc lại, pin rất tốt. Về chơi game mình thấy rất mượt với các game như picachu, và đánh bài, về game nặng như pubg thì rất khó chơi vì chơi máy cùi bắp quen rồi nay chơi máy xịn như này khó thích nghi.",5
"Rất mượt mà khi chơi liên quân ,tầm giá khá tốt, nv tgdd nhiệt tình, chu đáo",5
"mình thích s10+ hơn nhưng mua dc 10 ngày quá tệ nên đổi qua con này quá ngon..con này có điểm k ngon như..chất liệu mặt lưng = nhựa, mặt kính glass 3 ,k dc kháng nước, còn hiệu năng quá ngon..camera quá đẹp, pin mình thấy cũng khá trâu..mới xài 2 ngày nên biết được như vậy thôi..",5
"Tuyệt vời, máy mướt mườn mượt, sạc nhanh 100% trong vòng tối đa 1 tiếng 20'  cảm biến vân tay xịn xò bút xịn xò",5
"Mấy sai tốt ko có gì tui ko hài cả Cấu hình mạnh ko nóng mấy Cầm dể chịu Nhưng mà bỏ túi thì khó chịu",5
"Máy ok. Chơi game tốt, camera lấy nét cực kì. Còn vân tay và pin thấy ổn mà sao mn chê vậy. Riêng tôi con này cực kỉ ổn trong phân khúc. Hơn hẳn cả con Trung Quốc Oppo",5
"Ai thấy sao chứ mình sài nay 2 tháng. Lúc mua 13trieu990. Nay giảm quá trời..cũng hơi buồn tý..nhưng được cái máy cấu hình mạnh..tương đương các con cao cấp của samsung...chơi game khỏe vô cùng..còn đi so với các hãng khác thì làm sao so sánh được..bởi vì samsung là samsung. Samsung không so được cấu hình với mấy hãng của tq đâu nhé..đt samsung luôn có độ bền cao và luôn có thương hiệu hơn...",5
"E mới mua điện Thoại chắc cũng đc tháng mà e thấy bao phê cực kì mượt mà e là thằng thích chụp ảnh nữa,chụp cái nào nhứt nách cái đó chế độ chuyên nghiệp,chế độ xóa phông chế độ ban đêm ôi mạ ơi phơi sáng thì bao phê luôn ạ game thì khoi nói e utra HD chơi mượt kinh điển Bubg thì thấy địch rất rõ luôn ạ,chỉ tiếc là sao nó phải hạ giá thành xuống huhu😭😭 Ahehehe",5
"Thấy pin dùng rất lâu sạt cũng nhanh nữa. Hời ơi mua online bữa trước giảm giá hôm sau lên lại giá củ hên ghê.mình thấy dùng ok lắm rất mượt máy pin lại trâu okokok chơi game thỏa thích luôn ạ",5
"Mọi thứ điều rất tốt pin trâu , chụp ảnh đẹp , chơi game mượt, thiết kế đẹp hơi buồn xíu vì khung và vỏ bằng nhựa nhưng lại rất đẹp nhẹ . Cho 5 sao",5
"Mình sài con này 3 tháng rồi..hồi mua 13.990.000d. Nói chung là cấu hình mạnh chơi game không lắc. Màng hình của đt này bao đẹp..còn pin thì trâu cực kỳ. Cảm biến vân tay nhanh. Chỉ có cảm biến tiêm cận chưa ngon lắm..các bạn sài vài ngày tắt nguồn 1 lần bảo đảm không bị lỗi gì hết..rất tuyệt vời.. samsung là số 1. Cân hết các ứng dụng trong chplay..ios làm sao làm được..nếu ios thử cân cả kho tiện ích như chplay xem có mượt ko?",5
"Pin xài được lâu mà sạc cũng nhanh đầy nữa. Mình chọn màu aura bạn bè ai cũng khen hết. Chơi game thì thì ok, chụp ảnh thì cực nét luôn. Nhân viên thì nhiệt tình quá trời!!!",5
"Sau khi sử dụng được 2 tháng mình nhận thấy Máy màn hình đẹp pin ổn, hiệu năng chơi game khá, camera ổn sạc nhanh wiffi mạnh. Nói chung tạm ổn trong tầm giá. ",5
"Sản phẩn xài được 1 tháng xài rất mượt ok rất hạnh phúc khi mua đc sản phẩm màn hình rất đẹp",5
"Mình mua dc 1 tháng rùi. Phải nói tiền nào của đó. Trên cả tuyệt vời. Mua ở TGDD nha mọi người, phục vụ ok lắm",5
"Mình mua máy được 2 tháng, máy đẹp, vận hành mượt... rất đáng đồng tiền bat gạo. Phù hợp với sinh viên kinh tế",5
"Quá tốt trong tầm giá. Mình đang sử dụng ngày thứ 3 chưa có vấn đề gì khác đáng phải phàn nàn, với dung lượng pin hiện tại thì quá đủ để làm việc và giải trí một ngày. Tuyệt vời mọi người ạ",5
"Tuyệt vời ông mặt trời, phân khúc này chỉ có mỗi con này có bút. Samsung vs TGDĐ ra mắt con này phù hợp với nhu cầu quá",5
"Thiết kế đẹp, cấu hình tốt, pin xài onscreen hơn 1 ngày gần 2 ngày còn 23%.. quá tốt. Mỗi tội sạc hơi nóng vì do sạc nhanh. Nói về sạc thì cực nhanh luôn hơn 1 tiếng là đầy, Camera thì khỏi nói... chụp đẹp nhất phân khúc!",5
"Sau khi mua 1 cái ok, mua cái thứ 2 cho vk thì vợ mê mẫn luôn. Ưu điểm: pin khoẻ, mượt. Màn hình to, bút rất đẹp",5
"Giá cả rất hợp lí . Nhân viên rất vui vẻ và nhiệt tình , mik mua về dùng cảm thấy rất tốt",5
"Theo mình thấy sản phẩm này xịn, Mới mua máy hôm qua. Cảm nhận thấy quá tuyệt!!! Hơn cả mong đợi rất nhiều, cảm ơn thế giới đi động tư vấn",5
